rec-id,gender,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform,income,age,sex,blood-pressure
rec-6991-org,female,brydee,noble,2905,perth,08 7875 7008,6404 8676 0327 1900,63659.65,33,67520.3,90,m,68.093
rec-6992-dup-0,,ind'lana,reit,2615,pertj,04 3147 6569,6606 9684 192 1409,68128.61,74,30120.8,99,m,76.152
rec-6992-dup-1,female,intiana,reit,261r,perth,04 3147 6569,66406 9684 8192 1409,68128.61,74,30120.8,997,m,76.152
rec-6992-org,female,indiana,reid,2615,perth,04 3147 6569,6606 9684 8192 1409,68128.61,74,30120.8,99,m,76.152
rec-6993-org,female,courtney,tuckwell,2913,canberra,08 9337 2564,3154 6840 0522 2919,60048.59,30,71072.4,20,na,70.937
rec-6994-dup-0,,ashligh,eald,2602,canberzra,,8852 8504 7389 7018,57802.46,64,181410.2,54,f,78.196
rec-6994-dup-1,,ashligh,ewalt,2602,canbera,,8852 8504 7389 7018,57802.46,64,181410.2,54,f,78.196
rec-6994-org,male,ashleigh,ewald,2602,canberra,04 8691 0115,8852 8504 7389 7018,57802.46,64,181410.2,54,f,78.196
rec-6995-dup-0,female,stephani,nople,2607,melborne,,4482 1658 36143 8883,27958.69,115,42748.2,53,m,69.257
rec-6995-dup-1,female,stepuhanie,noble,260y,melbourns,,4482 1658 3614 8883,27958.69,115,42748.2,3,m,69.257
rec-6995-org,female,stephanie,noble,2607,melbourne,08 0399 1364,4482 1658 3614 8883,27958.69,115,42748.2,53,m,69.257
rec-6996-org,female,emiily,webb,2603,brisbane,04 5592 1527,5272 8787 1064 9412,51268.98,84,21909.9,30,f,74.901
rec-6997-org,male,megan,hilton,2602,sydney,03 5569 2582,0175 4274 8211 4467,38441.24,62,33301.9,99,m,77.209
rec-6998-org,female,rachel,bishop,2615,melbourne,02 5786 1232,5231 1922 2676 6716,84889.63,99,107179.2,50,na,77.068
rec-6999-dup-0,female,chioe,bradxaw,2611,pert,,2782 0251 6416 3340,57189.42,25,54288.7,5,m,81.109
rec-6999-dup-1,,chlow,bradxaw,2611,perth,,2782 0251 646 3340,57189.42,25,54288.7,85,m,81.109
rec-6999-org,female,chloe,bradshaw,2611,perth,03 2988 0407,2782 0251 6416 3340,57189.42,25,54288.7,85,m,81.109
rec-7000-org,female,tiffany,fabel,2607,melbourne,04 4063 4100,1116 7825 7207 7288,74738.45,8,69960.4,32,na,70.194
rec-7001-org,male,hayley,etchell,2913,melbourne,07 3615 1821,2545 6998 0318 8543,64438.77,24,59247.3,78,f,74.504
rec-7002-org,female,angelina,ho,2615,melbourne,08 8412 1490,6511 3029 7162 7502,48418.55,88,57127.1,74,m,85.158
rec-7003-dup-0,female,ella,skumann,2903,canperra,,3995 0858 938 3560,63381.76,101,136304.1,83,f,75.867
rec-7003-dup-1,female,elia,schumann,missing,kanberra,08 1686 8039,3995 0858 937 3560,63381.76,101,136304.1,613,f,75.867
rec-7003-dup-2,female,ela,stchumann,missing,canberra,,3995 07858 9378 3560,63381.76,101,136304.1,63,f,75.867
rec-7003-org,female,ella,schumann,2903,canberra,08 1686 8039,3995 0858 9378 3560,63381.76,101,136304.1,63,f,75.867
rec-7004-org,male,casey,kyriacou,2913,sydney,04 1565 1882,3906 3036 4787 1515,71478.36,98,124653.8,45,na,72.866
rec-7005-dup-0,male,nac0ya,zillenberg,2903,melboyrne,,7249 397 9462 2224,66722.11,63,69657.5,24,m,79.772
rec-7005-dup-1,male,nacya,zwillenberg,2993,melpourne,,729 0397 9462 2224,66722.11,63,69657.5,24,m,79.772
rec-7005-org,male,nacoya,zwillenberg,2903,melbourne,02 8498 4819,7249 0397 9462 2224,66722.11,63,69657.5,24,m,79.772
rec-7006-dup-0,female,emiili,pedtingill,2996,syrney,,0129 9016 0401 8515,48138.46,89,26892.0,102,m,81.378
rec-7006-org,female,emiily,pettingill,2906,sydney,08 9485 2752,0129 9016 0401 8515,48138.46,89,26892.0,102,m,81.378
rec-7007-dup-0,male,abbi,laverty,291w,sydney,,2341 8377 5304 80230,49142.41,1,19663.3,9,na,76.694
rec-7007-dup-1,,apie,laverty,2813,sydney,,2341 83577 5304 0230,49142.41,1,19663.3,79,na,76.694
rec-7007-org,male,abbie,laverty,2913,sydney,04 7962 6336,2341 8377 5304 0230,49142.41,1,19663.3,79,na,76.694
rec-7008-org,male,isabella,burford,2611,sydney,03 4985 9070,0424 9249 5035 0677,36554.31,22,54167.8,40,f,71.645
rec-7009-dup-0,female,elloulise,nguyen,missing,melbourne,,1579 5706 11023 5996,45835.92,83,36519.4,96,f,73.271
rec-7009-dup-1,,ellovise,nkuyen,2904,melbourne,,1579 5706 11037 5996,45835.92,83,36519.4,16,f,73.271
rec-7009-org,female,ellouise,nguyen,2904,melbourne,08 5746 8573,1579 5706 1103 5996,45835.92,83,36519.4,16,f,73.271
rec-7010-dup-0,male,natisse,sim|at,2612,melbourne,02 6628 5581,2186 7265 395 6811,63833.40,36,20732.5,99,f,75.633
rec-7010-dup-1,male,matistse,stimlat,2611,melborne,,2186 72625 3956 6811,63833.40,36,20732.5,39,f,75.633
rec-7010-dup-2,male,matiss,simlad,missing,melhourne,,2186 7265 3956 6811,63833.40,36,20732.5,39,f,75.633
rec-7010-org,male,matisse,simlat,2611,melbourne,02 6628 5581,2186 7265 3956 6811,63833.40,36,20732.5,39,f,75.633
rec-7011-dup-0,,ztephanie,mason,2903,perth,,9260 4206 26849 1036,30538.42,107,92570.8,47,f,71.535
rec-7011-dup-1,,stephani,majon,2904,,,9260 4206 6849 1036,30538.42,107,92570.8,47,f,71.535
rec-7011-dup-2,,stephani,mazon,290r,pertj,04 6155 1600,9260 4206 6849 1036,30538.42,107,92570.8,47,f,71.535
rec-7011-org,male,stephanie,mason,2904,perth,04 6155 1600,9260 4206 6849 1036,30538.42,107,92570.8,47,f,71.535
rec-7012-dup-0,,chelsie,apera,2618,sydney,,9671 4329 824 3903,48543.82,9,53080.0,41,na,83.724
rec-7012-dup-1,female,chelsi4,apera,2617,jydney,,9671 4329 08214 3903,48543.82,9,53080.0,41,na,83.724
rec-7012-dup-2,,chelsie,abera,261y,jydney,,9671 4329 0824 303,48543.82,9,53080.0,41,na,83.724
rec-7012-org,female,chelsie,abera,2617,sydney,04 2546 5497,9671 4329 0824 3903,48543.82,9,53080.0,41,na,83.724
rec-7013-dup-0,male,luxia,synmons,2615,sydndy,,9450 1959 784 0618,25508.61,42,70976.8,72,na,84.512
rec-7013-org,male,lushia,symmons,2615,sydney,02 1960 5251,9450 1959 7854 0618,25508.61,42,70976.8,72,na,84.512
rec-7014-dup-0,male,istabella,white,290r,melhourne,,1329 21240 9073 4682,38246.31,20,149904.8,53,f,79.257
rec-7014-dup-1,,izabella,hite,2904,melbouahne,,1329 1240 9073 4682,38246.31,20,149904.8,53,f,79.257
rec-7014-dup-2,male,isabela,whitw,2904,melboune,,13291240 9073 4682,38246.31,20,149904.8,53,f,79.257
rec-7014-org,male,isabella,white,2904,melbourne,04 9243 8205,1329 1240 9073 4682,38246.31,20,149904.8,53,f,79.257
rec-7015-org,female,paige,awatere,2607,brisbane,07 0305 8828,2283 2019 8576 1532,49139.56,30,105984.3,20,na,82.056
rec-7016-dup-0,female,:mogen,bellchambers,2y02,,,4412 1032 63171866,15352.25,11,35472.7,81,m,67.240
rec-7016-dup-1,,imoken,bellchambers,2602,sydney,,44102 1032 6317 1866,15352.25,11,35472.7,8,m,67.240
rec-7016-org,female,imogen,bellchambers,2602,sydney,02 6850 5734,4412 1032 6317 1866,15352.25,11,35472.7,81,m,67.240
rec-7017-dup-0,,rosie,hildon,2905,melbourje,,8566 2390 0284 0425,58204.06,12,58316.1,43,m,77.821
rec-7017-org,male,rosie,hilton,2905,melbourne,02 2932 1057,8566 2390 0284 0425,58204.06,12,58316.1,83,m,77.821
rec-7018-org,male,lilly,brentnall,2914,sydney,04 0623 1780,6613 2065 2472 0219,49996.60,120,67653.0,109,f,75.726
rec-7019-org,male,crystal,white,2606,sydney,02 1857 2032,5382 3050 5308 3937,84073.26,39,105800.5,88,na,76.805
rec-7020-dup-0,,luci,baynez,2913,canberra,,5836 7414 736 7154,43494.25,56,28357.6,105,na,78.516
rec-7020-dup-1,,lusi,baynes,missing,canberra,,5836 414 7360 7154,43494.25,56,28357.6,105,na,78.516
rec-7020-org,female,lucy,baynes,2913,canberra,03 1040 2605,5836 7414 7360 7154,43494.25,56,28357.6,105,na,78.516
rec-7021-org,male,victoria,ryan,2620,perth,03 6223 8323,2053 9210 7624 4157,51082.63,99,43865.2,12,m,81.686
rec-7022-dup-0,female,pailey,mec,2905,pertj,,42219298 4596 9108,43341.62,30,55631.4,103,f,85.262
rec-7022-dup-1,female,nailey,mec,2905,pertj,,4221 9298 4596 9108,43341.62,30,55631.4,1203,f,85.262
rec-7022-org,female,bailey,mech,2905,perth,08 9709 0182,4221 9298 4596 9108,43341.62,30,55631.4,103,f,85.262
rec-7023-org,male,megan,andrae,2903,sydney,03 4576 9572,2567 3585 9400 8712,17279.66,108,53478.3,92,m,85.207
rec-7024-org,male,sophie,soldic,2612,perth,07 3361 1091,5334 1355 8738 3663,48388.19,89,96771.3,14,m,75.268
rec-7025-org,male,lucy,pascoe,2600,melbourne,02 0876 3878,5729 4403 3424 6713,27650.95,36,200179.2,67,f,79.761
rec-7026-org,female,danielle,green,2617,perth,07 6203 2684,7624 5029 4358 2542,78710.81,59,137305.3,79,f,72.532
rec-7027-dup-0,,jadqueline,jendili,290w,sydney,,8434 4806 2602 7605,18538.28,88,72249.2,79,f,77.144
rec-7027-dup-1,,jakqueline,zendili,2903,sydnry,,8434 4806 25602 7605,18538.28,88,72249.2,79,f,77.144
rec-7027-dup-2,,sacqueline,zendili,2903,sydhey,07 7627 9096,8434 486 2602 7605,18538.28,88,72249.2,7,f,77.144
rec-7027-org,male,jacqueline,zendili,2903,sydney,07 7627 9096,8434 4806 2602 7605,18538.28,88,72249.2,79,f,77.144
rec-7028-org,male,emiily,donaldson,2615,sydney,03 1819 5427,9735 2216 6286 3241,58751.55,16,73256.5,97,m,75.219
rec-7029-org,male,brooklyn,ronan,2615,melbourne,08 5646 4204,5348 2191 2097 6043,30694.68,13,94558.6,105,m,79.286
rec-7030-dup-0,male,maddiston,vincent,2627,pert,,5086 889 9041 1879,76830.44,90,68069.2,84,f,77.033
rec-7030-org,male,maddison,vincent,2617,perth,08 9430 4968,5086 8898 9041 1879,76830.44,90,68069.2,84,f,77.033
rec-7031-dup-0,,sulia,campain,2605,kanberra,04 7161 1124,7549 4994 791 8941,76595.78,69,214043.0,91,f,73.488
rec-7031-org,male,julia,campain,2606,canberra,04 7161 1124,7549 4994 7991 8941,76595.78,69,214043.0,91,f,73.488
rec-7032-dup-0,female,catherime,gr8gorev,w607,brisbzne,,5847 4110 5076 7200,51016.40,88,45553.1,56,m,73.471
rec-7032-dup-1,,cathenne,grigoref,2607,bristbane,07 7349 0266,58447 4110 5076 7200,51016.40,88,45553.1,56,m,73.471
rec-7032-dup-2,,catherin,grigoref,2607,,,5847 4110 5076 7200,51016.40,88,45553.1,56,m,73.471
rec-7032-org,female,catherine,grigorev,2607,brisbane,07 7349 0266,5847 4110 5076 7200,51016.40,88,45553.1,56,m,73.471
rec-7033-dup-0,,apbey,steers,261r,melbourn,02 9874 4237,8633 6204 705 1836,42055.47,99,75386.0,35,f,79.186
rec-7033-org,male,abbey,steers,2614,melbourne,02 9874 4237,8633 6204 7051 1836,42055.47,99,75386.0,35,f,79.186
rec-7034-dup-0,male,kaitlyn,bradsgaw,2612,sydnei,03 0837 8821,1132 69352 8256 4513,35261.66,69,52274.3,33,m,80.433
rec-7034-org,male,caitlyn,bradshaw,2611,sydney,03 0837 8821,1132 6932 8256 4513,35261.66,69,52274.3,33,m,80.433
rec-7035-dup-0,male,alyjsa,wheatiey,29p6,syeney,,7856 2159 8987 7590,53069.68,15,40004.9,30,f,74.891
rec-7035-org,male,alyssa,wheatley,2906,sydney,04 4073 6698,7856 2159 8987 7590,53069.68,15,40004.9,30,f,74.891
rec-7036-org,male,madison,efthimiou,2902,canberra,04 4797 1786,0003 6152 7384 9735,40799.72,57,71343.0,64,na,83.339
rec-7037-dup-0,male,olifia,christer5on,2905,melbourne,,96829 1492 6791 2871,76880.02,77,36543.9,6,f,74.096
rec-7037-dup-1,,olifia,chrisderson,missing,melbourne,,9829 1492 6791 2871,76880.02,77,36543.9,86,f,74.096
rec-7037-dup-2,male,oilvia,christeeson,2905,melbourne,,9829 1492 60791 2871,76880.02,77,36543.9,68,f,74.096
rec-7037-org,male,olivia,christerson,2905,melbourne,03 8764 6682,9829 1492 6791 2871,76880.02,77,36543.9,86,f,74.096
rec-7038-dup-0,male,charlott,cixon,missing,,03 4938 0271,7188 4718 05762244,52641.78,97,88554.4,99,m,76.490
rec-7038-org,male,charlotte,coxon,2612,perth,03 4938 0271,7188 4718 0576 2244,52641.78,97,88554.4,99,m,76.490
rec-7039-dup-0,,bridget,heyes,26q1,peahth,,7165 1129 2 975 5354,66750.24,36,137668.1,15,f,73.578
rec-7039-dup-1,,pridget,heyej,26q1,perth,03 9073 4914,7165 11294 2975 5354,66750.24,36,137668.1,15,f,73.578
rec-7039-dup-2,,pridget,heyew,missing,perth,03 9073 4914,7165 1129 2975 5354,66750.24,36,137668.1,1,f,73.578
rec-7039-org,male,bridget,heyes,2611,perth,03 9073 4914,7165 1129 2975 5354,66750.24,36,137668.1,15,f,73.578
rec-7040-dup-0,,vreya,white,291w,brisbane,,9539 57545564 8480,32951.20,87,250223.1,97,f,75.107
rec-7040-dup-1,,freya,wite,missing,brisbane,02 4452 7742,9539 5754 564 8480,32951.20,87,250223.1,98,f,75.107
rec-7040-org,female,freya,white,2913,brisbane,02 4452 7742,9539 5754 5564 8480,32951.20,87,250223.1,97,f,75.107
rec-7041-org,male,sarah,vincent,2605,melbourne,07 5198 4433,8680 8028 8432 8973,64367.91,53,51919.2,64,m,79.182
rec-7042-org,male,abby,green,2913,melbourne,02 8148 1608,0073 2309 9971 2053,36363.25,97,64621.6,31,m,67.019
rec-7043-dup-0,male,caitlin,prirst,2609,sydney,,9696 72634650 0972,38533.58,90,146587.6,17,f,72.666
rec-7043-dup-1,male,caidlin,priejt,2600,sydhey,,9696 7263 650 0972,38533.58,90,146587.6,71,f,72.666
rec-7043-dup-2,male,caidlin,prist,2600,,,9696 7263 4650 0972,38533.58,90,146587.6,70,f,72.666
rec-7043-org,male,caitlin,priest,2600,sydney,08 3375 2499,9696 7263 4650 0972,38533.58,90,146587.6,71,f,72.666
rec-7044-dup-0,male,olifia,clark,2616,zydney,,4694 1677 9955 1946,44531.76,101,61695.3,68,na,74.878
rec-7044-org,male,olivia,clarke,2617,sydney,04 9033 3267,4694 1677 9955 1946,44531.76,101,61695.3,68,na,74.878
rec-7045-dup-0,,chel5ea,kapurso,2605,perth,,9386 675 6263 0094,58889.71,42,117171.3,101,f,74.347
rec-7045-dup-1,,cheljea,capuahso,2695,pergh,08 3997 3464,9386 6745 6263 0094,58889.71,42,117171.3,101,f,74.347
rec-7045-org,male,chelsea,capurso,2605,perth,08 3997 3464,9386 6745 6263 0094,58889.71,42,117171.3,101,f,74.347
rec-7046-dup-0,,olivia,kerminario,2606,melbouahne,,7314 9364 5019 5148,22945.97,46,159157.8,596,f,75.218
rec-7046-dup-1,male,olifia,kerminario,missing,melbourne,,7314 9364 5019 5148,22945.97,46,159157.8,556,f,75.218
rec-7046-dup-2,,olivya,germinario,missing,,,7314 9364 5019 5148,22945.97,46,159157.8,56,f,75.218
rec-7046-org,male,olivia,germinario,2606,melbourne,02 6266 3070,7314 9364 5019 5148,22945.97,46,159157.8,56,f,75.218
rec-7047-dup-0,,makenzi,morison,missing,canbe4ra,,2870 4988 3065 5920,52259.23,59,81729.5,99,na,77.898
rec-7047-org,male,makenzi,morrison,2605,canberra,04 0954 5158,2870 4988 3065 5920,52259.23,59,81729.5,99,na,77.898
rec-7048-dup-0,,emiili,riglei,2905,perth,,4671 871 3584 2273,35875.44,103,141412.7,79,f,68.716
rec-7048-dup-1,,emiili,riglei,2905,peryh,,4671 7871 3584 2273,35875.44,103,141412.7,79,f,68.716
rec-7048-org,female,emiily,rigley,2905,perth,08 5441 2770,4671 7871 3584 2273,35875.44,103,141412.7,79,f,68.716
rec-7049-org,male,tara,bishop,2611,sydney,03 0565 1331,5275 5191 7717 2657,36605.41,49,36533.4,46,m,82.308
rec-7050-dup-0,,maddison,eberd,2903,peahth,,3311 11247 3958 8038,50697.84,50,32027.8,91,na,69.779
rec-7050-org,male,maddison,ebert,2903,perth,07 0561 1646,3311 1247 3958 8038,50697.84,50,32027.8,91,na,69.779
rec-7051-org,female,april,lock,2602,perth,07 3316 9474,1354 5767 0504 7286,62837.08,2,224246.3,45,f,77.932
rec-7052-org,female,neve,feast,2615,sydney,04 1072 4102,4358 1105 5265 9972,3390.49,61,15023.7,108,f,70.972
rec-7053-org,female,rebecca,white,2902,brisbane,02 6842 8789,2949 8252 0557 3501,41086.36,51,75377.6,10,na,71.355
rec-7054-org,female,jasmine,matthews,2615,perth,02 9626 8126,4528 5552 6908 7651,20687.14,8,61047.1,18,f,69.349
rec-7055-dup-0,,peda,d'emclen,2602,sydney,07 5593 0624,2417 5178 6915 18792,66119.60,12,160278.8,71,f,80.580
rec-7055-dup-1,male,peda,t'emden,missing,sydnsy,07 5593 0624,2417 5178 6915 892,66119.60,12,160278.8,17,f,80.580
rec-7055-dup-2,,peda,d'ejden,2602,sydney,,2417 5178 6915 1892,66119.60,12,160278.8,170,f,80.580
rec-7055-org,male,peta,d'emden,2602,sydney,07 5593 0624,2417 5178 6915 1892,66119.60,12,160278.8,17,f,80.580
rec-7056-dup-0,male,klodagh,sduyanaki,2607,melbournw,02 0438 6950,5070 2408 362 5064,64199.40,49,56797.8,69,m,80.244
rec-7056-dup-1,,clotagh,stutanaki,2607,melbourne,,50702408 3362 5064,64199.40,49,56797.8,68,m,80.244
rec-7056-org,male,clodagh,stuyanaki,2607,melbourne,02 0438 6950,5070 2408 3362 5064,64199.40,49,56797.8,68,m,80.244
rec-7057-org,female,millie,finlay,2905,sydney,08 5333 4610,8711 4885 3111 0735,45916.66,49,61103.8,29,m,69.566
rec-7058-dup-0,,nel,yongs,2607,melbourne,,2970 4127 9012 1073,59241.77,54,109408.0,91,f,81.986
rec-7058-org,male,nell,youngs,2607,melbourne,02 8610 2187,2970 4127 9012 1073,59241.77,54,109408.0,97,f,81.986
rec-7059-dup-0,,krijtin,rokan,260w,perth,07 1330 8047,3568 3016 398 5494,75602.06,68,56108.1,49,f,75.410
rec-7059-dup-1,,krisdin,rokan,2692,perth,,3568 3016 2398 5494,75602.06,68,56108.1,49,f,75.410
rec-7059-dup-2,male,kristin,rokan,26o2,peryh,07 1330 8047,3568 3016 12398 5494,75602.06,68,56108.1,45,f,75.410
rec-7059-org,male,kristin,rogan,2602,perth,07 1330 8047,3568 3016 2398 5494,75602.06,68,56108.1,49,f,75.410
rec-7060-org,male,alaiyah,needham,2606,sydney,07 2542 2432,7475 3876 7617 7086,54141.06,90,17354.3,20,na,79.396
rec-7061-org,male,kristen,nguyen,2611,melbourne,08 0938 1432,0081 6484 9682 6139,69106.13,30,38552.1,31,m,73.454
rec-7062-org,male,annalise,cure,2614,perth,07 3240 8119,9814 0697 9145 4900,27766.86,38,62615.4,103,f,78.248
rec-7063-org,female,ysobel,white,2903,sydney,04 8589 3205,9443 1041 1656 2299,91745.58,86,41518.9,101,na,68.218
rec-7064-dup-0,,katelyn,riel>ke,291e,melborne,03 1382 7980,1290 4955 8083 8957,63354.97,67,72375.8,53,m,73.593
rec-7064-org,female,katelyn,riebke,2913,melbourne,03 1382 7980,1290 4955 8083 8957,63354.97,67,72375.8,52,m,73.593
rec-7065-dup-0,,mickayla,claahke,2605,zydney,,3249 1788 2902 4709,42377.17,24,96456.6,79,na,76.097
rec-7065-org,male,mikayla,clarke,2605,sydney,07 7951 2880,3249 1788 2902 4709,42377.17,24,96456.6,79,na,76.097
rec-7066-org,male,mikayla,menzies,2611,melbourne,03 6120 0349,3819 6743 8680 7280,12830.77,46,28427.4,41,m,75.178
rec-7067-dup-0,,ema,reid,missing,brisbane,,9324 1114 0164 2237,45009.83,75,77692.7,863,na,69.549
rec-7067-org,female,emma,reid,2611,brisbane,07 5425 2804,9324 1114 0164 2237,45009.83,75,77692.7,86,na,69.549
rec-7068-dup-0,,taylor,xandler,2602,melbouahne,,2325 7440 8389 0660,47263.02,61,40673.4,783,m,82.327
rec-7068-org,male,taylor,chandler,2602,melbourne,03 0927 5007,2325 7440 8389 0660,47263.02,61,40673.4,78,m,82.327
rec-7069-dup-0,,jali,burford,2914,sydneny,,4123 5677 08849 8146,31278.07,116,87612.1,75,na,75.392
rec-7069-org,male,zali,burford,2914,sydney,08 1351 1898,4123 5677 0849 8146,31278.07,116,87612.1,75,na,75.392
rec-7070-org,female,talia,carmody,2617,brisbane,07 4122 1525,2983 8440 1276 3098,73478.97,39,118409.8,79,na,74.878
rec-7071-org,male,tara,lowe,2617,melbourne,02 8629 3216,1134 5248 6316 6283,60422.35,77,117764.6,85,f,74.968
rec-7072-org,male,maliah,vorrasi,2617,melbourne,07 2471 9503,0530 7488 0895 7806,48842.17,92,31334.5,57,na,72.606
rec-7073-dup-0,female,ckeely,webv,missing,brisbane,,7236 1355 20131087,72230.55,23,54793.3,80,m,78.652
rec-7073-dup-1,,keley,wep,2903,brisbanr,02 3568 2873,7236 1355 29013 1087,72230.55,23,54793.3,80,m,78.652
rec-7073-dup-2,,keely,we1>b,290w,brijbane,,7236 1355 2013 1087,72230.55,23,54793.3,80,m,78.652
rec-7073-org,female,keely,webb,2903,brisbane,02 3568 2873,7236 1355 2013 1087,72230.55,23,54793.3,80,m,78.652
rec-7074-org,female,ellie,white,2606,sydney,08 3446 4744,3926 5027 6208 8578,37593.75,2,55428.2,53,m,73.382
rec-7075-org,male,alia,doheny,2906,perth,02 9610 9812,4454 7292 1176 5400,51458.11,0,45620.2,72,f,73.215
rec-7076-dup-0,,jayde,millar,2902,sydny,,900 9984 1811 1540,13336.38,90,23975.2,56,na,83.648
rec-7076-dup-1,female,jayd,millar,290w,jydney,,9040 9984 1811 1540,13336.38,90,23975.2,56,na,83.648
rec-7076-dup-2,female,zayde,millar,missing,sydny,07 6632 8851,9040 9984 18811 1540,13336.38,90,23975.2,56,na,83.648
rec-7076-org,female,jayde,millar,2902,sydney,07 6632 8851,9040 9984 1811 1540,13336.38,90,23975.2,65,na,83.648
rec-7077-dup-0,,jate,atkin,2604,melboutne,07 5875 9187,1094 4547 76692 2849,35265.13,39,86502.3,86,na,77.096
rec-7077-org,male,jade,watkin,2604,melbourne,07 5875 9187,1094 4547 7692 2849,35265.13,39,86502.3,86,na,77.096
rec-7078-dup-0,,ela,bayne5,2904,perth,02 8669 4262,3333 6955 63 67 8819,69527.45,58,55318.5,34,na,80.225
rec-7078-dup-1,male,ela,paynes,missing,perth,,3333 6955 6367 8819,69527.45,58,55318.5,324,na,80.225
rec-7078-dup-2,,ellq,bayns,2903,pert,02 8669 4262,73333 6955 6367 8819,69527.45,58,55318.5,34,na,80.225
rec-7078-org,male,ella,baynes,2903,perth,02 8669 4262,3333 6955 6367 8819,69527.45,58,55318.5,34,na,80.225
rec-7079-org,male,alice,yee,2615,melbourne,03 5094 5473,0742 2165 1821 5691,59286.20,101,129639.9,55,f,75.649
rec-7080-org,male,molly,donaldson,2614,melbourne,08 9873 6361,0008 1951 8664 0898,7323.94,45,188265.0,14,f,80.002
rec-7081-org,male,imogen,grubb,2900,melbourne,02 4028 7810,4538 8363 6567 3972,21406.64,116,81343.6,72,na,78.060
rec-7082-dup-0,male,felikity,ebb,missing,melbouahne,,8159 3201 0554 1417,69444.45,119,49396.4,32,f,76.465
rec-7082-dup-1,,felcity,webb,2611,melbourne,,8159 3201 554 1417,69444.45,119,49396.4,39,f,76.465
rec-7082-dup-2,male,felicity,wep,2611,melboutne,,8159 3201 055 1417,69444.45,119,49396.4,132,f,76.465
rec-7082-org,male,felicity,webb,2611,melbourne,02 5015 1519,8159 3201 0554 1417,69444.45,119,49396.4,32,f,76.465
rec-7083-org,female,georgia,matthews,2617,brisbane,07 5737 5302,8291 2809 1716 1885,24669.56,20,47298.4,105,m,76.038
rec-7084-org,female,naomi,wiseman,2612,brisbane,04 5420 6108,0197 6933 8805 5258,63483.10,26,34611.8,105,na,77.502
rec-7085-dup-0,male,jessika,webb,2914,melboirne,,4327 1996 02266 4086,54698.53,87,23282.8,28,m,82.842
rec-7085-org,male,jessica,webb,2913,melbourne,02 2063 9243,4327 1996 2266 4086,54698.53,87,23282.8,28,m,82.842
rec-7086-org,male,mikayla,havelberg,2903,canberra,03 5751 3884,0959 6598 1288 4709,67662.34,64,39530.0,99,na,70.153
rec-7087-org,female,jessica,nguyen,2611,sydney,02 1535 2093,7970 6190 7433 3497,51673.97,39,248371.0,36,f,79.747
rec-7088-dup-0,,im0gen,kinteah,2615,,,8342 9423 1540 4042,49187.62,94,41026.4,93,f,66.349
rec-7088-dup-1,male,imojgen,kintwr,261t,melbourn,04 8571 5131,8342 9423 154 0 4042,49187.62,94,41026.4,93,f,66.349
rec-7088-org,male,imogen,kinter,2615,melbourne,04 8571 5131,8342 9423 1540 4042,49187.62,94,41026.4,93,f,66.349
rec-7089-dup-0,male,lili,felsteat,2y03,melbourne,,3490 1111 7132 5527,39997.07,1,181465.2,015,f,73.382
rec-7089-dup-1,,liyy,fel5tead,2603,mekbourne,,3490 1111 7132 5527,39997.07,1,181465.2,105,f,73.382
rec-7089-org,male,lily,felstead,2603,melbourne,08 9841 3461,3490 1111 7132 5527,39997.07,1,181465.2,105,f,73.382
rec-7090-dup-0,male,freia,kreen,261q,melbourn,,0638 9118 4571 1769,35426.71,17,42253.7,31,f,76.166
rec-7090-org,male,freya,green,2612,melbourne,07 1932 6370,0638 9118 4571 1769,35426.71,17,42253.7,31,f,76.166
rec-7091-dup-0,,ztella,zolly,2621,,,5116 4956 0334 5290,83604.91,57,67108.7,74,na,75.972
rec-7091-org,female,stella,jolly,2621,sydney,02 0667 4985,5116 4956 0334 5290,83604.91,57,67108.7,74,na,75.972
rec-7092-dup-0,male,anida,ranson,290w,peeth,,5411 30981 5076 7678,66852.77,92,96769.6,83,m,77.420
rec-7092-dup-1,male,anida,ranson,2902,pert,,5411 3981 506 7678,66852.77,92,96769.6,80,m,77.420
rec-7092-dup-2,,anita,ranjon,2902,pezrth,,5411 3981 076 7678,66852.77,92,96769.6,83,m,77.420
rec-7092-org,male,anita,ranson,2902,perth,02 0979 5003,5411 3981 5076 7678,66852.77,92,96769.6,83,m,77.420
rec-7093-org,female,ruby,edson,2615,sydney,07 2755 5142,8352 0795 6491 2096,74377.16,25,34045.4,72,na,75.734
rec-7094-dup-0,,haahriet,rollas,26q1,sydneqy,,2945 9788 7618 7201,12951.66,5,99926.4,59,m,81.872
rec-7094-org,male,harriet,rollas,2611,sydney,02 7905 4391,2945 9788 7618 7201,12951.66,5,99926.4,59,m,81.872
rec-7095-org,male,aimee,white,2600,melbourne,03 0426 1353,1878 6269 2585 9188,46810.14,8,86939.7,45,m,76.584
rec-7096-dup-0,,moniqu,slias,2615,br8sbane,04 1737 0279,4705 4537 7054 54133,58953.64,33,123804.8,40,f,83.458
rec-7096-org,female,monique,alias,2615,brisbane,04 1737 0279,4705 4537 7054 5413,58953.64,33,123804.8,40,f,83.458
rec-7097-dup-0,,samanta,wh'lte,2605,melbourne,,0036 0886 5501 2708,45831.18,83,86271.1,101,m,73.602
rec-7097-dup-1,male,samandha,white,26p4,melborne,,0036 60886 5501 2708,45831.18,83,86271.1,101,m,73.602
